request_id,arrival_time_ps,settlement_time_ps,success,latency_ps,attempt_count,last_candidate_id,last_failure_cause
r0,0,180000010,1,180000010,1,r0:path:2:swap_tree_4,
r1,0,800000000,0,800000000,3,r1:path:1:swap_tree_3,physical_failure
r10,200000000,630000010,1,430000010,2,r10:path:0:swap_tree_3,
r11,200000000,380000010,1,180000010,1,r11:path:1:swap_tree_0,
r12,200000000,1000000000,0,800000000,2,r12:path:0:swap_tree_1,physical_failure
r13,200000000,580000010,1,380000010,2,r13:path:1:swap_tree_1,
r14,200000000,1000000000,0,800000000,1,r14:path:0:swap_tree_2,physical_failure
r15,200000000,530000010,1,330000010,1,r15:path:0:swap_tree_4,
r16,200000000,530000010,1,330000010,1,r16:path:0:swap_tree_0,
r17,200000000,1000000000,0,800000000,2,r17:path:0:swap_tree_4,physical_failure
r18,200000000,1000000000,0,800000000,3,r18:path:0:swap_tree_4,physical_failure
r19,200000000,680000010,1,480000010,2,r19:path:1:swap_tree_3,
r2,0,800000000,0,800000000,2,r2:path:0:swap_tree_0,physical_failure
r20,400000000,1200000000,0,800000000,3,r20:path:0:swap_tree_4,physical_failure
r21,400000000,1130000010,1,730000010,2,r21:path:3:swap_tree_4,
r22,400000000,1080000010,1,680000010,2,r22:path:0:swap_tree_4,
r23,400000000,1080000010,1,680000010,2,r23:path:1:swap_tree_4,
r24,400000000,680000010,1,280000010,1,r24:path:3:swap_tree_2,
r25,400000000,1200000000,0,800000000,4,r25:path:0:swap_tree_0,physical_failure
r26,400000000,1165000000,1,765000000,3,r26:path:1:swap_tree_1,
r27,400000000,730000010,1,330000010,1,r27:path:0:swap_tree_1,
r28,400000000,880000010,1,480000010,2,r28:path:0:swap_tree_4,
r29,400000000,930000010,1,530000010,2,r29:path:1:swap_tree_1,
r3,0,480000010,1,480000010,2,r3:path:1:swap_tree_2,
r30,600000000,1230000010,1,630000010,3,r30:path:2:swap_tree_2,
r31,600000000,930000010,1,330000010,1,r31:path:0:swap_tree_1,
r32,600000000,1400000000,0,800000000,4,r32:path:2:swap_tree_1,physical_failure
r33,600000000,1265000000,1,665000000,3,r33:path:0:swap_tree_1,
r34,600000000,1165000000,1,565000000,2,r34:path:0:swap_tree_4,
r35,600000000,780000010,1,180000010,1,r35:path:2:swap_tree_1,
r36,600000000,1400000000,0,800000000,4,r36:path:0:swap_tree_4,physical_failure
r37,600000000,1365000000,1,765000000,4,r37:path:0:swap_tree_3,
r38,600000000,880000010,1,280000010,1,r38:path:1:swap_tree_1,
r39,600000000,1265000000,1,665000000,3,r39:path:1:swap_tree_1,
r4,0,580000010,1,580000010,3,r4:path:0:swap_tree_0,
r5,0,380000010,1,380000010,2,r5:path:0:swap_tree_2,
r6,0,800000000,0,800000000,4,r6:path:0:swap_tree_1,physical_failure
r7,0,230000010,1,230000010,1,r7:path:1:swap_tree_2,
r8,0,580000010,1,580000010,3,r8:path:0:swap_tree_4,
r9,0,780000010,1,780000010,2,r9:path:0:swap_tree_4,
