request_id,arrival_time_ps,settlement_time_ps,success,latency_ps,attempt_count,last_candidate_id,last_failure_cause
r0,0,730000010,1,730000010,3,r0:path:3:swap_tree_1,
r1,0,800000000,0,800000000,4,r1:path:2:swap_tree_1,physical_failure
r10,200000000,380000010,1,180000010,1,r10:path:0:swap_tree_1,
r11,200000000,1000000000,0,800000000,3,r11:path:0:swap_tree_0,physical_failure
r12,200000000,730000010,1,530000010,2,r12:path:3:swap_tree_3,
r13,200000000,1000000000,0,800000000,2,r13:path:1:swap_tree_0,physical_failure
r14,200000000,1000000000,0,800000000,3,r14:path:2:swap_tree_1,physical_failure
r15,200000000,880000010,1,680000010,2,r15:path:0:swap_tree_4,
r16,200000000,980000010,1,780000010,3,r16:path:2:swap_tree_1,
r17,200000000,380000010,1,180000010,1,r17:path:1:swap_tree_1,
r18,200000000,380000010,1,180000010,1,r18:path:0:swap_tree_0,
r19,200000000,480000010,1,280000010,1,r19:path:0:swap_tree_1,
r2,0,800000000,0,800000000,3,r2:path:0:swap_tree_1,physical_failure
r20,400000000,1165000000,1,765000000,4,r20:path:1:swap_tree_4,
r21,400000000,1165000000,1,765000000,3,r21:path:1:swap_tree_1,
r22,400000000,680000010,1,280000010,1,r22:path:0:swap_tree_4,
r23,400000000,1200000000,0,800000000,4,r23:path:0:swap_tree_0,physical_failure
r24,400000000,1200000000,0,800000000,4,r24:path:3:swap_tree_0,physical_failure
r25,400000000,880000010,1,480000010,2,r25:path:3:swap_tree_0,
r26,400000000,830000010,1,430000010,2,r26:path:0:swap_tree_0,
r27,400000000,1200000000,0,800000000,1,r27:path:0:swap_tree_3,physical_failure
r28,400000000,930000010,1,530000010,2,r28:path:0:swap_tree_1,
r29,400000000,580000010,1,180000010,1,r29:path:0:swap_tree_2,
r3,0,165000000,1,165000000,1,r3:path:0:swap_tree_4,
r30,600000000,980000010,1,380000010,2,r30:path:1:swap_tree_1,
r31,600000000,1080000010,1,480000010,1,r31:path:1:swap_tree_2,
r32,600000000,1030000010,1,430000010,2,r32:path:1:swap_tree_1,
r33,600000000,1365000000,1,765000000,4,r33:path:2:swap_tree_4,
r34,600000000,930000010,1,330000010,1,r34:path:0:swap_tree_0,
r35,600000000,1400000000,0,800000000,4,r35:path:1:swap_tree_1,physical_failure
r36,600000000,830000010,1,230000010,1,r36:path:0:swap_tree_4,
r37,600000000,1400000000,0,800000000,4,r37:path:1:swap_tree_3,physical_failure
r38,600000000,1365000000,1,765000000,3,r38:path:0:swap_tree_4,
r39,600000000,930000010,1,330000010,1,r39:path:1:swap_tree_3,
r4,0,800000000,0,800000000,4,r4:path:1:swap_tree_0,physical_failure
r5,0,630000010,1,630000010,3,r5:path:2:swap_tree_3,
r6,0,380000010,1,380000010,2,r6:path:1:swap_tree_0,
r7,0,380000010,1,380000010,2,r7:path:2:swap_tree_2,
r8,0,800000000,0,800000000,4,r8:path:1:swap_tree_3,physical_failure
r9,0,800000000,0,800000000,3,r9:path:0:swap_tree_1,physical_failure
